epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.08759927743470625,0.32452467,0.005667673667630879,0.08587795
1,0.010326430590152192,0.12552126,0.0018649589728738647,0.051257446
2,0.004500541923548821,0.07725784,0.0018568524537840858,0.04725209
3,0.0019596421670404892,0.050707873,0.0016350569965197792,0.041613996
4,0.0014275754002643654,0.04154485,0.0018325120909139514,0.048414
5,0.001968709152553107,0.04952879,0.0017163664888357744,0.046644986
6,0.0017970876927339465,0.048401713,0.001944574589288095,0.048956115
7,0.0012340075200507486,0.040506393,0.002444640500470996,0.06114859
8,0.0028478841775401685,0.059222784,0.0035152742930222303,0.07447301
9,0.0012385694126351154,0.041601826,0.0014810237453275477,0.03847539
10,0.001242821430289897,0.039813757,0.0032159560578293167,0.07027396
11,0.0021384374722401844,0.054100927,0.0013056173252152803,0.037194014
12,0.001292362342155684,0.041676987,0.0023462978506358922,0.049236726
13,0.0011205701171360595,0.037965823,0.0016013526698088754,0.041663416
14,0.001163072310271887,0.039559856,0.0018283138451806735,0.046416994
15,0.0007970333549514955,0.031756546,0.0015528665517194895,0.039772816
16,0.001120154712920981,0.03803002,0.002688903829039191,0.05886439
17,0.0010734941074989526,0.03434347,0.0016917471584747545,0.0466646
18,0.0010014939936595242,0.03729537,0.002592053519038018,0.06201777
19,0.0010862734377496963,0.036180943,0.0023282756592379883,0.058854554
20,0.00096306578697803,0.035266507,0.0018588441566862457,0.04419169
21,0.0006499843912559514,0.030698089,0.001769642674616989,0.04567489
22,0.0011387377774266336,0.04015593,0.003742210421478376,0.07398059
23,0.000735907104171929,0.031244151,0.0023107802098820684,0.051500175
24,0.0007498123777622823,0.03288886,0.0017576064201421104,0.047127713
25,0.0013853526719257764,0.04247102,0.002228803366961074,0.05473069
26,0.0007397974584498169,0.03052593,0.0023280596205950133,0.053538103
27,0.0010396537956480374,0.037208997,0.0020126949275436345,0.04985979
28,0.0019105033234957185,0.048043333,0.002755765017354861,0.059127193
29,0.0007190303845431224,0.028289163,0.0021915251263635582,0.05009694
30,0.0014794256622896202,0.046618264,0.0020661964153987356,0.051414784
31,0.000857085951793124,0.03266768,0.002898818495850719,0.05500353
32,0.0009762295832093942,0.035279505,0.002480535604263423,0.054741867
33,0.0009191083777897588,0.03486456,0.002091359097903478,0.048919167
34,0.0006597702868221485,0.030235276,0.00240596375624591,0.053487554
35,0.0009565760957925437,0.03570305,0.0018785665706673171,0.050032917
36,0.0005483182316017037,0.024817443,0.002029512015724322,0.052388065
37,0.000672258704820278,0.02913152,0.0024215525736508425,0.055445638
38,0.0006395477935524575,0.029203674,0.00207136998687929,0.048650626
39,0.00042607077782175857,0.023015564,0.0019772849382206914,0.048429295
40,0.0005888657852825846,0.02600586,0.003907326710759662,0.077230066
41,0.0008056700280041481,0.029923895,0.0018546784376667347,0.04894361
42,0.001163197266190336,0.037791256,0.0020011464366689324,0.05009713
43,0.0006785228367388138,0.028173033,0.0038630676062894054,0.07435082
44,0.000993058961338487,0.03640309,0.0021756739261036273,0.051946234
45,0.00118512210490414,0.03926063,0.0028042968951922376,0.05906322
46,0.0009283007661639096,0.03478321,0.003425264119869098,0.07243977
47,0.0012950871847244665,0.039886974,0.001553356415001872,0.042504434
48,0.000875041570425845,0.033273697,0.0018192728557551163,0.04780287
49,0.0007392674728688528,0.031086879,0.0018056199260172434,0.049136437
50,0.0014475996219035176,0.044911537,0.0026725805601017782,0.062005796
51,0.0016653125029573428,0.048748564,0.004218205765937455,0.07650597
52,0.001398353645687594,0.0464828,0.0032911789494391996,0.06333242
53,0.0012440684049044434,0.039799932,0.002877273058402352,0.060157247
54,0.0007374690583888235,0.029406961,0.0024738665524637327,0.06206416
55,0.000747028727292833,0.031814996,0.0026012335692939814,0.057904854
56,0.000682439826799536,0.030253816,0.001930975922732614,0.05172712
57,0.0006264559456028832,0.027585095,0.0030695308523718268,0.06596095
58,0.0009322386524806515,0.03519401,0.0055448580387746915,0.086382896
59,0.0006694181368348997,0.029251803,0.002245594012492802,0.058286007
60,0.0005952415864853452,0.027030002,0.0021849650220246986,0.05651951
61,0.0007981829442756219,0.030741973,0.0022827059801784344,0.051914897
62,0.0007799636859999737,0.03156314,0.002491202001692727,0.055729244
63,0.0012234931523648009,0.040324375,0.002163274002214166,0.052827243
64,0.0008447728957221176,0.031294998,0.002031955158599885,0.04804583
65,0.0004834642959052109,0.024186298,0.0022689738470944576,0.05323475
66,0.0005110915634598795,0.0264327,0.0020647102182920207,0.046981577
67,0.0004910882242470774,0.02444584,0.0022613714463659562,0.055999167
68,0.0009474879056517024,0.032272723,0.002611941104987636,0.061369322
69,0.000605354263290578,0.028666591,0.003711698804181651,0.07021771
