epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.47288476863382933,0.786915,0.06948652118444443,0.33046383
1,0.04320704499567749,0.22849646,0.10044147435110062,0.33076662
2,0.02988127999346676,0.18013488,0.008918190171243623,0.11554819
3,0.015650184338857585,0.14812692,0.010269420483382419,0.11841821
4,0.009427489438487957,0.10964602,0.011771362438594224,0.116236955
5,0.0065111500354011215,0.091854274,0.007514758352044737,0.094800994
6,0.006416629275704241,0.09379783,0.0053213373794278596,0.08624196
7,0.005420605887860909,0.08400494,0.005974368425086141,0.08905694
8,0.006228206237157043,0.094390124,0.0034733087195490953,0.06984145
9,0.003121345463181141,0.06346246,0.005704897572286427,0.094299994
10,0.0020885645805238337,0.0500143,0.003814353030975326,0.06983961
11,0.002369307806742761,0.05408378,0.003693728656799067,0.071652874
12,0.0025412351749978636,0.05483173,0.0043054421548731625,0.080634296
13,0.0028146128298591495,0.06013582,0.005872687674127519,0.085035585
14,0.005568662242480701,0.08251369,0.003289129635959398,0.070703335
15,0.0032256180146599516,0.06264093,0.0037383588925195,0.07127909
16,0.006300204604913769,0.09009735,0.005238932396196105,0.079902455
17,0.003386299932625501,0.065966986,0.003157360271870857,0.06632966
18,0.0016144712114831183,0.042475663,0.0036615655469631747,0.06756486
19,0.0016435308557180071,0.041408926,0.0027730552701541455,0.06439563
20,0.0015455192179241054,0.045401063,0.003968689816247206,0.073951036
21,0.0012722058350739056,0.03858571,0.0049780017652665265,0.07894558
22,0.0013771912260434713,0.0428138,0.0031125548921409063,0.066719785
23,0.001226074729428921,0.03840734,0.0034290099174540956,0.06937888
24,0.001291013731080217,0.03850976,0.007622625802468974,0.10484632
25,0.0019364993447786273,0.04867703,0.004678721532400232,0.08165769
26,0.0012899904777976404,0.04099297,0.0033959928841795772,0.06913947
27,0.0010215341376084218,0.034616563,0.0037850762000744,0.07416974
28,0.0008927151922013282,0.032973345,0.0036435610904845817,0.071792796
29,0.0015497956402374686,0.047759384,0.00570803735172376,0.086272165
30,0.0023511277883217726,0.05644032,0.004447964425708051,0.07738535
31,0.002946724966129884,0.06398243,0.004938662281347206,0.076343484
32,0.0013450956039913068,0.038040895,0.0029564593496616,0.06385042
33,0.0011944438083045337,0.03442368,0.002433385244330566,0.05729451
34,0.0012230025247524335,0.0397088,0.0027676848403643817,0.06464911
35,0.001458869533828821,0.04250216,0.004547658745650551,0.07494043
36,0.0028541364743646493,0.062446285,0.0077699122339254245,0.10448915
37,0.0016548961170081062,0.048233554,0.005202480669140641,0.08351773
38,0.0011630280513840903,0.036811084,0.003242389630031539,0.06700022
39,0.0011383767219098552,0.037541863,0.006055161102267448,0.088913575
40,0.002454269145586937,0.056505244,0.003311945923087478,0.0625532
41,0.0011219293769767426,0.03620943,0.002404731363640167,0.05958983
42,0.001521007857424111,0.043709803,0.005222887310083024,0.082041316
43,0.0008109644003899815,0.030500026,0.0035788998029602226,0.07059294
44,0.0006300498569758287,0.027492896,0.004252881270076614,0.07671964
45,0.0007409371548004963,0.028831411,0.006422549427952617,0.09551801
46,0.001249634247548837,0.03740019,0.00283551183383679,0.06539495
47,0.0011444775107199402,0.039467383,0.0028601146914297715,0.06700045
48,0.0019075414869509106,0.046611685,0.005826121618156321,0.091443926
49,0.0020612266214490825,0.048239417,0.0032073208276415244,0.06719992
50,0.0008804820240450627,0.032592364,0.0024600566393928602,0.059885822
51,0.0004973701668204205,0.022927435,0.002262397410959238,0.058414064
52,0.000599577082271828,0.02806241,0.002311695941898506,0.06146842
53,0.0009439059919767554,0.032923684,0.00419059978594305,0.075780645
54,0.001790658543113215,0.046854593,0.0027128626352350693,0.06002665
55,0.0008986628156569222,0.0318043,0.003365762018802343,0.07147645
56,0.0010036178372341536,0.034643594,0.0023993930080905557,0.06002946
57,0.0008776802182290019,0.034439407,0.002613620257761795,0.060585666
58,0.0026007875940194936,0.05950411,0.0027945161891693715,0.06400481
59,0.0018288052520160016,0.049147382,0.0024285536601382773,0.063627765
