epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.05786708089084748,0.24282621,0.19403475616127253,0.6144367
1,0.011932892198006705,0.12283948,0.05070092622190714,0.29668823
2,0.007257560429827529,0.09607571,0.08303605066612363,0.40158823
3,0.006027043255658902,0.08869662,0.005025857721193461,0.07809676
4,0.001748911310501706,0.046267893,0.010313066479284316,0.1298229
5,0.001843633822639223,0.047240313,0.008678291545948014,0.117009304
6,0.0017901845598423866,0.046684004,0.015605357068125159,0.16545573
7,0.0021477201463473167,0.054988638,0.013619623379781842,0.15292671
8,0.0015958498226930661,0.045014877,0.008063838933594525,0.1113856
9,0.0021566886397896964,0.050602455,0.012847083620727062,0.14672257
10,0.002616322393056608,0.05745395,0.002681245615349326,0.05588511
11,0.0031153837160351992,0.06420761,0.009136196953477338,0.12012424
12,0.0016905217592412716,0.046911523,0.002945751122126694,0.055761687
13,0.002159247493289192,0.054275267,0.002876209982787259,0.05691213
14,0.0012310549573224788,0.038822696,0.0019528731263562804,0.048341893
15,0.0012298045760283404,0.0390983,0.004072167015692685,0.07371558
16,0.0009491307544735986,0.033108022,0.0024709374156373087,0.054065827
17,0.001089118871224106,0.038724232,0.006780534298741259,0.100464925
18,0.0012660920711449067,0.038095277,0.004567572479572846,0.07488975
19,0.0014467221084326892,0.04004157,0.00397922754928004,0.07007006
20,0.0007878284658384955,0.031348597,0.0026567481354504707,0.056628715
21,0.0006152372653147609,0.026413085,0.0030470938991129515,0.05957406
22,0.0007245220937393777,0.031591807,0.002364802741794847,0.053762916
23,0.0008715031860233199,0.03328336,0.0024296231822518166,0.055349853
24,0.0019431858120643644,0.05181179,0.002801641989208292,0.06288287
25,0.0011786969352455985,0.03544851,0.004885954025667161,0.08330223
26,0.0033298626589625844,0.063369356,0.0027807005753857084,0.06371297
27,0.0027355547182891958,0.061360087,0.0027466576284496114,0.06347734
28,0.0010512225697525805,0.036681294,0.00300498801516369,0.059321176
29,0.0020521310132822048,0.05339058,0.003037106424017111,0.067768544
30,0.001468062166863734,0.042704064,0.0032212191981670912,0.067756444
31,0.0022321690128538807,0.054414183,0.002093594918733288,0.048015453
32,0.0010774848219157588,0.03567013,0.002198591018895968,0.052551407
33,0.0007015622526898154,0.027157707,0.002382042017643471,0.05088416
34,0.0006992349277853089,0.029324906,0.004418987322424073,0.077816784
35,0.0012828389113993205,0.04201632,0.00439662911958294,0.07852132
36,0.0006146450531934319,0.02769881,0.0025933237448043656,0.055111803
37,0.00047005827304126476,0.023804422,0.0026724771778390277,0.06172526
38,0.0006111080833728225,0.027178243,0.002740453800470277,0.05765194
39,0.0005202816058860716,0.026060918,0.0027029126467823517,0.057845134
40,0.0005052618678024266,0.02476974,0.002383078764523816,0.054300617
41,0.000444031007539118,0.02402989,0.0027350946074875537,0.06251502
42,0.000685572305094277,0.030068472,0.002489769971361966,0.06003206
43,0.0006627209148278138,0.030747,0.002080527528505627,0.04995234
44,0.0009532264102210105,0.03421197,0.002053822935579319,0.048814096
45,0.0023028487537564667,0.055613134,0.00441708880407532,0.071197815
46,0.0018991317213423078,0.051739253,0.0033717092301230878,0.07101676
47,0.000930391391086553,0.036055736,0.002419083146378398,0.059839007
48,0.0009160562079106218,0.034950104,0.002810724327900971,0.05577986
49,0.0009697607978630592,0.03471492,0.00392027629459335,0.06765479
50,0.0008670488432739256,0.03288125,0.002080039770589792,0.051239584
51,0.0006020279512513833,0.026571758,0.0023523409299741616,0.051530477
52,0.0010241137023352647,0.0365492,0.004021867964183912,0.0759552
53,0.0016490862670466681,0.047344916,0.0021196118286752608,0.051619444
54,0.0014879748437926859,0.04352523,0.002797875702526653,0.065896496
55,0.0010361928347907344,0.035744607,0.0021771961328340694,0.05497172
56,0.0004434278093065265,0.024010634,0.0020740620166179724,0.053061225
57,0.0004984555118613464,0.024008656,0.00290602506538562,0.060452107
58,0.0007186789793837199,0.030103846,0.002219820412392437,0.054477554
59,0.0010144558315433266,0.03566064,0.0022386013824871043,0.051159233
